"genes"	"sample1"	"SRR1748411"	"SRR1748412"	"SRR1873277"
"36388"	"Strn4"	NA	0.205882352941176	0.4125	0.349122807017544
"36389"	"STRN4"	0.00333333333333333	0.204901960784314	0.6	0.210526315789474
"36390"	"STS"	0.00333333333333333	0.046078431372549	0.125	0.0403508771929825
"36391"	"Stt3a"	0.025	0.867647058823529	1.3	1.41754385964912
"36392"	"STT3A"	0.0166666666666667	0.802941176470588	2.225	1.23684210526316
"36393"	"STT3A-AS1"	NA	0.00196078431372549	0.0125	0.00350877192982456
"36394"	"Stt3b"	0.02	0.799019607843137	1.2375	0.982456140350877
"36395"	"STT3B"	0.0233333333333333	0.969607843137255	2.8375	1.13859649122807
"36396"	"Stub1"	0.035	1.41078431372549	2.125	2.82105263157895
"36397"	"STUB1"	0.0483333333333333	2.00098039215686	4.6375	3.64385964912281
"36398"	"STX10"	0.01	0.508823529411765	1.2375	0.83859649122807
"36399"	"Stx11"	NA	0.0225490196078431	0.0125	0.0508771929824561
"36400"	"STX11"	NA	0.0107843137254902	NA	0.0192982456140351
"36401"	"Stx12"	0.00833333333333333	0.292156862745098	0.2875	0.5
"36402"	"STX12"	0.03	0.92156862745098	2.6625	1.35263157894737
"36403"	"Stx16"	NA	0.192156862745098	0.3875	0.454385964912281
"36404"	"STX16"	0.015	0.638235294117647	2.0125	0.880701754385965
"36405"	"STX16-NPEPL1"	0.00166666666666667	0.00392156862745098	0.025	0.0140350877192982
"36406"	"Stx17"	0.00666666666666667	0.21078431372549	0.2125	0.363157894736842
"36407"	"STX17"	0.0566666666666667	0.442156862745098	1.075	0.570175438596491
"36408"	"Stx18"	0.00166666666666667	0.16078431372549	0.1625	0.284210526315789
"36409"	"STX18"	0.0133333333333333	0.51078431372549	1.2125	0.568421052631579
"36410"	"STX18-AS1"	0.00166666666666667	0.0274509803921569	0.1125	0.0456140350877193
"36411"	"Stx19"	0.00166666666666667	NA	NA	NA
"36412"	"STX19"	NA	0.000980392156862745	NA	0.00175438596491228
"36413"	"Stx1a"	0.00333333333333333	0.0284313725490196	0.0375	0.0298245614035088
"36414"	"STX1A"	NA	0.0303921568627451	0.075	0.043859649122807
"36415"	"STX1B"	NA	0.000980392156862745	NA	0.00175438596491228
"36416"	"Stx2"	0.015	0.406862745098039	0.575	0.503508771929825
"36417"	"STX2"	0.0333333333333333	0.553921568627451	1.1375	0.705263157894737
"36418"	"Stx3"	0.01	0.209803921568627	0.2375	0.170175438596491
"36419"	"STX3"	0.0116666666666667	0.291176470588235	0.6625	0.521052631578947
"36420"	"STX4"	0.015	0.61078431372549	1.8375	0.950877192982456
"36421"	"Stx4a"	0.0266666666666667	0.390196078431373	0.55	0.880701754385965
"36422"	"STX5"	0.0116666666666667	0.17843137254902	0.425	0.410526315789474
"36423"	"Stx5a"	0.00833333333333333	0.16078431372549	0.375	0.433333333333333
"36424"	"Stx6"	0.00166666666666667	0.21078431372549	0.375	0.447368421052632
"36425"	"STX6"	0.0183333333333333	0.363725490196078	0.8125	0.573684210526316
"36426"	"Stx7"	0.015	0.551960784313726	0.8375	0.828070175438597
"36427"	"STX7"	0.045	0.456862745098039	1.1625	0.605263157894737
"36428"	"Stx8"	0.0116666666666667	0.265686274509804	0.3125	0.571929824561404
"36429"	"STX8"	0.025	0.499019607843137	1.25	0.703508771929825
"36430"	"Stxbp1"	0.00666666666666667	0.226470588235294	0.275	0.236842105263158
"36431"	"STXBP1"	0.0133333333333333	0.207843137254902	0.9	0.305263157894737
"36432"	"Stxbp2"	NA	0.00392156862745098	NA	0.0175438596491228
"36433"	"STXBP2"	0.0233333333333333	0.0490196078431373	0.3625	0.135087719298246
"36434"	"STXBP3"	0.04	1.06764705882353	2.8375	1.37368421052632
"36435"	"Stxbp3a"	0.00333333333333333	0.18921568627451	0.275	0.466666666666667
"36436"	"Stxbp3b"	0.00333333333333333	0.0813725490196078	0.3875	0.164912280701754
"36437"	"Stxbp4"	0.0116666666666667	0.247058823529412	0.375	0.378947368421053
"36438"	"STXBP4"	0.0233333333333333	0.414705882352941	1.0375	0.505263157894737
"36439"	"Stxbp5"	0.00333333333333333	0.159803921568627	0.275	0.215789473684211
"36440"	"STXBP5"	0.0233333333333333	0.114705882352941	0.4	0.133333333333333
"36441"	"STXBP5-AS1"	0.00166666666666667	NA	NA	NA
"36442"	"Stxbp5l"	NA	0.000980392156862745	NA	NA
"36443"	"STXBP5L"	0.00166666666666667	0.0490196078431373	0.2625	0.0596491228070175
"36444"	"Stxbp6"	NA	NA	NA	0.00175438596491228
"36445"	"STXBP6"	0.005	0.0401960784313726	0.0875	0.0631578947368421
"36446"	"Styk1"	NA	0.0941176470588235	0.0875	0.156140350877193
"36447"	"STYK1"	0.00166666666666667	0.00490196078431373	0.0125	0.0105263157894737
"36448"	"Styx"	0.00166666666666667	0.00294117647058824	0.0125	0.00175438596491228
"36449"	"STYX"	0.01	0.332352941176471	1.0875	0.494736842105263
"36450"	"STYXL1"	0.0133333333333333	0.323529411764706	0.7625	0.573684210526316
"36451"	"Sub1"	0.1	3.67254901960784	7.25	6.08947368421053
"36452"	"SUB1"	0.22	6.13627450980392	16.9875	8.93333333333333
"36453"	"Sucla2"	0.0133333333333333	0.661764705882353	1.0375	0.963157894736842
"36454"	"SUCLA2"	0.0133333333333333	1.03235294117647	2.8	1.47543859649123
"36455"	"SUCLA2-AS1"	NA	0.00392156862745098	0.05	0.00701754385964912
"36456"	"Suclg1"	0.0433333333333333	1.73921568627451	2.1625	3.04912280701754
"36457"	"SUCLG1"	0.0733333333333333	2.92941176470588	7.2375	4.29473684210526
"36458"	"Suclg2"	0.0216666666666667	0.303921568627451	0.7375	0.735087719298246
"36459"	"SUCLG2"	0.01	0.934313725490196	2.175	1.12280701754386
"36460"	"SUCNR1"	0.00166666666666667	NA	NA	NA
"36461"	"Suco"	0.0116666666666667	0.412745098039216	0.625	0.610526315789474
"36462"	"SUCO"	0.0283333333333333	0.881372549019608	2.275	0.910526315789474
"36463"	"Suds3"	0.00666666666666667	0.638235294117647	0.8375	0.959649122807018
"36464"	"SUDS3"	0.0516666666666667	1.11470588235294	2.95	1.44736842105263
"36465"	"Sufu"	NA	0.0764705882352941	0.15	0.149122807017544
"36466"	"SUFU"	0.00333333333333333	0.12156862745098	0.3875	0.170175438596491
"36467"	"Sugp1"	0.00833333333333333	0.143137254901961	0.225	0.203508771929825
"36468"	"SUGP1"	0.005	0.226470588235294	0.9375	0.343859649122807
"36469"	"Sugp2"	0.00166666666666667	0.092156862745098	0.2375	0.143859649122807
"36470"	"SUGP2"	0.1	1.07058823529412	3.375	1.48421052631579
"36471"	"Sugt1"	0.0333333333333333	1.04509803921569	1.35	1.4859649122807
"36472"	"SUGT1"	0.0316666666666667	1.76078431372549	4.6125	2.47368421052632
"36473"	"Sulf1"	NA	0.0990196078431373	0.2125	0.0543859649122807
"36474"	"SULF1"	NA	0.0647058823529412	0.1625	0.068421052631579
"36475"	"Sulf2"	NA	0.180392156862745	0.25	0.182456140350877
"36476"	"SULF2"	0.005	0.203921568627451	0.95	0.263157894736842
"36477"	"Sult1a1"	NA	NA	NA	0.00175438596491228
"36478"	"SULT1A1"	0.0283333333333333	0.0450980392156863	0.15	0.13859649122807
"36479"	"SULT1A2"	0.00166666666666667	0.000980392156862745	0.0125	0.00175438596491228
"36480"	"Sult1c2"	0.00166666666666667	NA	NA	NA
"36481"	"SULT1C2"	0.00333333333333333	0.00392156862745098	0.1	0.0140350877192982
"36482"	"SULT1C4"	0.00166666666666667	0.0401960784313726	0.125	0.0631578947368421
"36483"	"SULT2A1"	NA	0.00392156862745098	0.0375	0.0157894736842105
"36484"	"Sult2b1"	NA	NA	NA	0.00175438596491228
"36485"	"SULT2B1"	NA	0.00588235294117647	0.0125	0.0087719298245614
"36486"	"SULT4A1"	NA	0.0372549019607843	0.05	0.0508771929824561
"36487"	"Sult5a1"	NA	NA	0.0125	0.00350877192982456
"36488"	"Sult6b1"	NA	0.000980392156862745	0.0125	0.00350877192982456
"36489"	"Sumf1"	0.0133333333333333	0.27156862745098	0.375	0.454385964912281
"36490"	"SUMF1"	0.00333333333333333	0.115686274509804	0.3	0.187719298245614
"36491"	"Sumf2"	0.00833333333333333	0.186274509803922	0.2875	0.373684210526316
"36492"	"SUMF2"	0.04	0.449019607843137	1.5625	0.689473684210526
"36493"	"Sumo1"	0.015	0.67156862745098	1.6375	1.16666666666667
"36494"	"SUMO1"	0.0666666666666667	2.14411764705882	6.9125	3.95438596491228
"36495"	"Sumo2"	0.00166666666666667	0.00980392156862745	0.0375	0.012280701754386
"36496"	"SUMO2"	0.19	2.53529411764706	14.05	4.70877192982456
"36497"	"Sumo3"	0.00166666666666667	0.108823529411765	0.125	0.157894736842105
"36498"	"SUMO3"	0.0183333333333333	1.83137254901961	5.2875	3.07719298245614
"36499"	"SUMO4"	0.00833333333333333	0.00882352941176471	0.1	0.0350877192982456
"36500"	"Sun1"	0.00333333333333333	0.3	0.4375	0.549122807017544
"36501"	"SUN1"	0.0216666666666667	0.608823529411765	1.55	0.919298245614035
"36502"	"Sun2"	0.00666666666666667	0.0950980392156863	0.225	0.140350877192982
"36503"	"SUN2"	0.0133333333333333	0.130392156862745	0.375	0.217543859649123
"36504"	"Suox"	NA	0.0205882352941176	0.0125	0.0385964912280702
"36505"	"SUOX"	0.005	0.0803921568627451	0.2625	0.150877192982456
"36506"	"Supt16"	0.0416666666666667	1.82450980392157	2.5125	2.29649122807018
"36507"	"SUPT16H"	0.215	6.19607843137255	16.55	7.93684210526316
"36508"	"Supt20"	0.0233333333333333	0.574509803921569	0.9125	0.884210526315789
"36509"	"SUPT20H"	0.0316666666666667	1.01274509803922	2.675	1.24736842105263
"36510"	"Supt3"	0.00833333333333333	0.208823529411765	0.2125	0.428070175438596
"36511"	"SUPT3H"	0.00333333333333333	0.207843137254902	0.875	0.303508771929825
"36512"	"Supt4a"	0.015	0.236274509803922	0.4875	0.515789473684211
"36513"	"SUPT4H1"	0.0433333333333333	1.1578431372549	3.675	2.26491228070175
"36514"	"Supt5"	0.0216666666666667	0.818627450980392	1.2	0.968421052631579
"36515"	"SUPT5H"	0.196666666666667	1.67647058823529	5.6375	1.83859649122807
"36516"	"Supt6"	0.0266666666666667	0.655882352941176	0.9625	0.905263157894737
"36517"	"SUPT6H"	0.0566666666666667	0.515686274509804	1.45	0.557894736842105
"36518"	"Supt7l"	0.00333333333333333	0.100980392156863	0.225	0.154385964912281
"36519"	"SUPT7L"	0.02	0.541176470588235	1.6	0.671929824561403
"36520"	"Supv3l1"	0.00666666666666667	0.253921568627451	0.3375	0.284210526315789
"36521"	"SUPV3L1"	0.0166666666666667	0.603921568627451	1.7375	0.840350877192982
"36522"	"Surf1"	0.00333333333333333	0.144117647058824	0.125	0.333333333333333
"36523"	"SURF1"	0.005	0.245098039215686	0.6375	0.487719298245614
"36524"	"Surf2"	0.00166666666666667	0.262745098039216	0.4125	0.392982456140351
"36525"	"SURF2"	0.025	0.680392156862745	1.7125	1.13157894736842
"36526"	"Surf4"	0.0216666666666667	0.980392156862745	1.4125	1.69824561403509
"36527"	"SURF4"	0.0566666666666667	0.752941176470588	2.225	1.20350877192982
"36528"	"Surf6"	0.00833333333333333	0.393137254901961	0.5875	0.398245614035088
"36529"	"SURF6"	0.095	1.21666666666667	4.0125	1.41578947368421
"36530"	"Susd1"	NA	0.00196078431372549	NA	0.00701754385964912
"36531"	"SUSD1"	0.0116666666666667	0.0284313725490196	0.1375	0.0368421052631579
"36532"	"Susd2"	NA	NA	NA	0.00350877192982456
"36533"	"SUSD2"	0.00166666666666667	NA	NA	0.00526315789473684
"36534"	"Susd3"	NA	0.000980392156862745	NA	NA
"36535"	"SUSD4"	0.00166666666666667	0.00490196078431373	0.05	0.0087719298245614
"36536"	"Susd5"	NA	0.000980392156862745	NA	NA
"36537"	"SUSD5"	0.01	0.23921568627451	0.825	0.328070175438597
"36538"	"Suv39h1"	NA	0.262745098039216	0.3375	0.308771929824561
"36539"	"SUV39H1"	0.00333333333333333	0.113725490196078	0.4	0.192982456140351
"36540"	"Suv39h2"	0.00333333333333333	0.317647058823529	0.3625	0.356140350877193
"36541"	"SUV39H2"	0.0283333333333333	0.788235294117647	2.35	0.985964912280702
"36542"	"Suv420h1"	0.01	0.263725490196078	0.4625	0.517543859649123
"36543"	"SUV420H1"	0.06	0.982352941176471	2.75	0.92280701754386
"36544"	"Suv420h2"	0.00333333333333333	0.100980392156863	0.2375	0.187719298245614
"36545"	"SUV420H2"	0.00166666666666667	0.137254901960784	0.45	0.278947368421053
"36546"	"Suz12"	0.0316666666666667	1.01274509803922	1.5875	1.11052631578947
"36547"	"SUZ12"	0.193333333333333	1.09901960784314	4.3	1.08245614035088
"36548"	"Sv2a"	NA	0.00784313725490196	0.0125	0.0228070175438597
"36549"	"SV2A"	0.0166666666666667	0.0990196078431373	0.25	0.16140350877193
"36550"	"Sv2c"	NA	0.000980392156862745	NA	0.00175438596491228
"36551"	"SV2C"	NA	0.000980392156862745	0.0125	NA
"36552"	"Svep1"	0.01	0.114705882352941	0.2625	0.396491228070175
"36553"	"SVEP1"	0.00166666666666667	0.00392156862745098	NA	0.00701754385964912
"36554"	"Svil"	0.015	0.225490196078431	0.2875	0.485964912280702
"36555"	"SVIL"	0.0216666666666667	0.0813725490196078	0.2875	0.0649122807017544
"36556"	"Svip"	NA	0.000980392156862745	NA	NA
"36557"	"SVIP"	0.0533333333333333	1.88529411764706	5.1375	2.05087719298246
"36558"	"Svop"	NA	NA	NA	0.00175438596491228
"36559"	"SVOP"	NA	0.000980392156862745	NA	NA
"36560"	"Svopl"	NA	0.00196078431372549	NA	NA
"36561"	"SVOPL"	NA	0.000980392156862745	0.0125	NA
"36562"	"Swap70"	0.00833333333333333	0.475490196078431	0.875	0.833333333333333
"36563"	"SWAP70"	0.0533333333333333	0.540196078431373	1.5875	0.708771929824561
"36564"	"Swi5"	0.0383333333333333	2.84901960784314	4.55	5.42456140350877
"36565"	"SWI5"	0.015	0.597058823529412	1.8125	1.0280701754386
"36566"	"Swsap1"	NA	0.0274509803921569	0.0375	0.0719298245614035
"36567"	"SWSAP1"	0.00833333333333333	0.21078431372549	0.5875	0.305263157894737
"36568"	"Swt1"	0.0133333333333333	0.283333333333333	0.425	0.243859649122807
"36569"	"SWT1"	0.00333333333333333	0.115686274509804	0.425	0.145614035087719
"36570"	"Syap1"	0.03	0.585294117647059	0.8875	1.0719298245614
"36571"	"SYAP1"	0.415	4.51862745098039	11.8375	5.32456140350877
"36572"	"Sybu"	0.00166666666666667	NA	0.0125	NA
"36573"	"SYBU"	0.00333333333333333	0.0666666666666667	0.2	0.108771929824561
"36574"	"SYCE1L"	0.005	0.0166666666666667	0.025	0.0403508771929825
"36575"	"Syce2"	NA	0.00392156862745098	NA	NA
"36576"	"SYCE2"	NA	0.0107843137254902	0.0875	0.0228070175438597
"36577"	"SYCE3"	NA	0.00490196078431373	0.0625	0.00526315789473684
"36578"	"Sycp1"	0.00166666666666667	0.0323529411764706	NA	0.0192982456140351
"36579"	"Sycp2"	0.00333333333333333	0.000980392156862745	0.025	0.0368421052631579
"36580"	"SYCP2"	0.005	0.0627450980392157	0.25	0.0771929824561404
"36581"	"SYCP2L"	0.00833333333333333	0.0686274509803922	0.2875	0.103508771929825
"36582"	"Sycp3"	NA	0.00490196078431373	0.0125	0.00350877192982456
"36583"	"SYCP3"	NA	0.0117647058823529	0.05	0.0105263157894737
"36584"	"Syde1"	0.00333333333333333	0.286274509803922	0.275	0.310526315789474
"36585"	"SYDE1"	0.005	0.0627450980392157	0.275	0.117543859649123
"36586"	"Syde2"	0.00166666666666667	0.05	0.075	0.0578947368421053
"36587"	"SYDE2"	0.01	0.235294117647059	0.65	0.249122807017544
"36588"	"Syf2"	0.0133333333333333	0.508823529411765	0.625	0.671929824561403
"36589"	"SYF2"	0.126666666666667	2.26764705882353	6.475	2.27719298245614
"36590"	"Syk"	NA	0.0205882352941176	0.025	0.0105263157894737
"36591"	"SYK"	0.035	0.179411764705882	0.5375	0.249122807017544
"36592"	"Sympk"	0.00833333333333333	0.187254901960784	0.5125	0.231578947368421
"36593"	"SYMPK"	0.0166666666666667	0.145098039215686	0.775	0.271929824561404
"36594"	"Syn1"	NA	0.0196078431372549	0.0375	0.0526315789473684
"36595"	"SYN1"	NA	0.00294117647058824	0.0125	0.00175438596491228
"36596"	"Syn2"	NA	0.00980392156862745	0.0125	0.0175438596491228
"36597"	"SYN2"	NA	0.0196078431372549	0.075	0.0350877192982456
"36598"	"Syn3"	0.0316666666666667	0.256862745098039	1.1875	0.526315789473684
"36599"	"SYN3"	NA	0.00784313725490196	0.0125	0.00526315789473684
"36600"	"Syna"	NA	0.000980392156862745	NA	NA
"36601"	"Sync"	NA	0.00294117647058824	NA	0.0263157894736842
"36602"	"SYNC"	0.015	0.433333333333333	2.4375	0.405263157894737
"36603"	"Syncrip"	0.035	2.06078431372549	3.225	2.40526315789474
"36604"	"SYNCRIP"	0.243333333333333	4.87352941176471	13.15	5.75438596491228
"36605"	"SYNDIG1"	NA	0.00294117647058824	0.0125	0.0105263157894737
"36606"	"Syndig1l"	NA	NA	NA	0.00175438596491228
"36607"	"Syne1"	0.0233333333333333	0.251960784313725	0.575	0.292982456140351
"36608"	"SYNE1"	0.0433333333333333	0.129411764705882	0.225	0.140350877192982
"36609"	"Syne2"	0.0183333333333333	0.293137254901961	0.6125	0.405263157894737
"36610"	"SYNE2"	0.121666666666667	1.11470588235294	3.0875	1.06315789473684
"36611"	"Syne3"	NA	0.0735294117647059	0.05	0.140350877192982
"36612"	"SYNE3"	NA	0.00588235294117647	0.025	0.00350877192982456
"36613"	"Syne4"	NA	0.000980392156862745	0.0125	0.00701754385964912
"36614"	"SYNE4"	NA	0.00294117647058824	0.0125	0.00526315789473684
"36615"	"Syngap1"	NA	0.00294117647058824	0.025	0.0140350877192982
"36616"	"SYNGAP1"	0.00333333333333333	0.0117647058823529	0.05	0.0105263157894737
"36617"	"Syngr1"	NA	0.00196078431372549	NA	0.00175438596491228
"36618"	"SYNGR1"	0.005	0.475490196078431	1.075	0.892982456140351
"36619"	"Syngr2"	0.00166666666666667	0.363725490196078	0.5375	0.773684210526316
"36620"	"SYNGR2"	0.055	0.897058823529412	2.775	1.77543859649123
"36621"	"Syngr3"	NA	0.00196078431372549	0.0125	0.00526315789473684
"36622"	"SYNGR3"	NA	0.0343137254901961	0.0375	0.0385964912280702
"36623"	"Syngr4"	NA	0.00196078431372549	NA	0.0105263157894737
"36624"	"Synj1"	0.00166666666666667	0.137254901960784	0.15	0.191228070175439
"36625"	"SYNJ1"	0.0133333333333333	0.18921568627451	0.7125	0.164912280701754
"36626"	"Synj2"	0.00166666666666667	0.0843137254901961	0.1125	0.124561403508772
"36627"	"SYNJ2"	0.0433333333333333	0.192156862745098	0.4875	0.133333333333333
"36628"	"Synj2bp"	0.0216666666666667	0.500980392156863	0.725	0.573684210526316
"36629"	"SYNJ2BP"	0.025	0.596078431372549	1.5125	0.919298245614035
"36630"	"SYNJ2BP-COX16"	NA	NA	NA	0.00175438596491228
"36631"	"Synm"	0.00166666666666667	0.00784313725490196	0.025	0.0543859649122807
"36632"	"SYNM"	0.01	0.0862745098039216	0.2625	0.0894736842105263
"36633"	"Synpo"	0.0133333333333333	0.101960784313725	0.1375	0.478947368421053
"36634"	"SYNPO"	0.00166666666666667	NA	NA	NA
"36635"	"Synpo2"	NA	0.00686274509803922	NA	0.0087719298245614
"36636"	"SYNPO2"	NA	0.00196078431372549	0.025	0.00175438596491228
"36637"	"Synpo2l"	NA	NA	NA	0.00175438596491228
"36638"	"SYNPO2L"	NA	0.000980392156862745	0.0125	NA
"36639"	"SYNPR-AS1"	NA	NA	NA	0.00175438596491228
"36640"	"Synrg"	0.01	0.149019607843137	0.225	0.240350877192982
"36641"	"SYNRG"	0.0316666666666667	0.433333333333333	1.225	0.585964912280702
"36642"	"Syp"	NA	0.00196078431372549	NA	NA
"36643"	"SYP"	0.00166666666666667	0.197058823529412	0.8625	0.210526315789474
"36644"	"SYP-AS1"	NA	0.000980392156862745	NA	NA
"36645"	"Sypl"	0.02	0.856862745098039	1.2	1.25614035087719
"36646"	"SYPL1"	0.0183333333333333	0.71078431372549	1.7	1.09298245614035
"36647"	"SYPL2"	0.00333333333333333	0.0382352941176471	0.175	0.043859649122807
"36648"	"Sys1"	0.00166666666666667	0.597058823529412	0.65	1.10526315789474
"36649"	"SYS1"	0.015	0.335294117647059	0.875	0.431578947368421
"36650"	"Syt1"	0.00333333333333333	0.00196078431372549	NA	0.00175438596491228
"36651"	"SYT1"	NA	0.193137254901961	0.5	0.233333333333333
"36652"	"Syt10"	NA	NA	NA	0.00175438596491228
"36653"	"Syt11"	0.00333333333333333	0.0284313725490196	0.0625	0.0368421052631579
"36654"	"SYT11"	0.00833333333333333	0.0127450980392157	0.05	0.0192982456140351
"36655"	"SYT12"	0.00166666666666667	0.000980392156862745	0.0125	0.00350877192982456
"36656"	"SYT13"	NA	NA	NA	0.00175438596491228
"36657"	"SYT14"	0.005	0.0215686274509804	0.0375	0.0157894736842105
"36658"	"SYT15"	0.00166666666666667	0.00392156862745098	0.1	0.0157894736842105
"36659"	"SYT16"	NA	0.000980392156862745	NA	0.00175438596491228
"36660"	"Syt17"	NA	NA	NA	0.00175438596491228
"36661"	"SYT17"	NA	0.00196078431372549	NA	0.00526315789473684
"36662"	"Syt2"	0.00166666666666667	NA	NA	0.00175438596491228
"36663"	"SYT2"	0.00333333333333333	0.00686274509803922	0.0375	0.0087719298245614
"36664"	"Syt3"	NA	0.000980392156862745	NA	NA
"36665"	"SYT3"	0.00333333333333333	0.0147058823529412	0.0625	0.0228070175438597
"36666"	"Syt4"	0.005	NA	0.025	0.00175438596491228
"36667"	"SYT5"	NA	0.000980392156862745	0.0125	NA
"36668"	"Syt6"	NA	0.000980392156862745	0.0125	NA
"36669"	"SYT6"	NA	0.0117647058823529	0.0125	0.0140350877192982
"36670"	"Syt7"	NA	NA	NA	0.00175438596491228
"36671"	"SYT7"	NA	0.0156862745098039	0.1125	0.0245614035087719
"36672"	"Syt8"	NA	NA	NA	0.00701754385964912
"36673"	"SYT9"	0.00166666666666667	0.00196078431372549	0.0125	0.00350877192982456
"36674"	"Sytl1"	0.00166666666666667	0.000980392156862745	NA	0.0192982456140351
"36675"	"SYTL1"	NA	0.0186274509803922	0.025	0.0245614035087719
"36676"	"Sytl2"	0.00166666666666667	0.0774509803921569	0.0375	0.0894736842105263
"36677"	"SYTL2"	0.005	0.0284313725490196	0.05	0.0192982456140351
"36678"	"SYTL3"	NA	0.00784313725490196	NA	0.0210526315789474
"36679"	"Sytl4"	NA	NA	NA	0.00175438596491228
"36680"	"SYTL4"	0.0166666666666667	0.102941176470588	0.2625	0.145614035087719
"36681"	"Sytl5"	NA	NA	NA	0.00175438596491228
"36682"	"SYTL5"	0.00833333333333333	0.0362745098039216	0.075	0.0631578947368421
"36683"	"Syvn1"	0.005	0.136274509803922	0.1625	0.214035087719298
"36684"	"SYVN1"	NA	0.131372549019608	0.575	0.226315789473684
"36685"	"Szrd1"	0.005	0.32156862745098	0.525	0.449122807017544
"36686"	"SZRD1"	0.04	0.830392156862745	2.9375	1.28245614035088
"36687"	"Szt2"	0.00333333333333333	0.0382352941176471	0.0625	0.0298245614035088
"36688"	"SZT2"	0.00333333333333333	0.0637254901960784	0.25	0.0859649122807018
"36689"	"SZT2-AS1"	NA	0.00392156862745098	NA	0.00175438596491228
"36690"	"T2"	NA	0.00490196078431373	0.0125	0.00350877192982456
"36691"	"Taar9"	0.00166666666666667	NA	NA	NA
"36692"	"Tab1"	NA	0.0745098039215686	0.2125	0.168421052631579
"36693"	"TAB1"	0.00166666666666667	0.12843137254902	0.4625	0.212280701754386
"36694"	"Tab2"	0.04	0.822549019607843	1.1875	1.01578947368421
"36695"	"TAB2"	0.025	0.48921568627451	1.475	0.573684210526316
"36696"	"Tab3"	NA	0.092156862745098	0.0875	0.0789473684210526
"36697"	"TAB3"	0.005	0.151960784313725	0.475	0.154385964912281
"36698"	"TAB3-AS1"	0.00166666666666667	0.00196078431372549	0.025	0.00350877192982456
"36699"	"TAB3-AS2"	NA	0.00784313725490196	0.025	0.00175438596491228
"36700"	"TAC1"	0.00666666666666667	0.00196078431372549	0.0125	0.00701754385964912
"36701"	"TAC3"	NA	0.00294117647058824	NA	NA
"36702"	"TAC4"	NA	0.000980392156862745	0.0125	0.00175438596491228
"36703"	"Tacc1"	0.01	0.157843137254902	0.2	0.456140350877193
"36704"	"TACC1"	0.045	0.401960784313726	1.575	0.450877192982456
"36705"	"Tacc2"	0.01	0.780392156862745	1.0375	0.459649122807018
"36706"	"TACC2"	0.00833333333333333	0.0617647058823529	0.2375	0.0631578947368421
"36707"	"Tacc3"	0.01	1.48039215686275	2.1125	1.49473684210526
"36708"	"TACC3"	0.0433333333333333	1.86176470588235	6.35	2.15263157894737
"36709"	"Taco1"	0.00166666666666667	0.0970588235294118	0.0375	0.129824561403509
"36710"	"TACO1"	0.0266666666666667	0.744117647058824	2.05	1.18947368421053
"36711"	"Tacr2"	NA	0.000980392156862745	NA	0.00350877192982456
"36712"	"Tacr3"	0.00166666666666667	NA	NA	0.00175438596491228
"36713"	"Tada1"	0.00333333333333333	0.146078431372549	0.2	0.266666666666667
"36714"	"TADA1"	0.00333333333333333	0.288235294117647	0.775	0.480701754385965
"36715"	"Tada2a"	0.01	0.265686274509804	0.3125	0.408771929824561
"36716"	"TADA2A"	0.0133333333333333	0.254901960784314	0.6875	0.4
"36717"	"Tada2b"	0.00333333333333333	0.11078431372549	0.1625	0.105263157894737
"36718"	"TADA2B"	NA	0.16078431372549	0.6375	0.117543859649123
"36719"	"Tada3"	0.00166666666666667	0.174509803921569	0.325	0.37719298245614
"36720"	"TADA3"	0.00666666666666667	0.349019607843137	1.2125	0.498245614035088
"36721"	"Taf1"	0.0183333333333333	0.682352941176471	0.8875	0.840350877192982
"36722"	"TAF1"	0.015	0.456862745098039	1.4375	0.507017543859649
"36723"	"Taf10"	0.02	0.317647058823529	0.55	0.647368421052632
"36724"	"TAF10"	0.02	0.597058823529412	1.4375	0.824561403508772
"36725"	"Taf11"	0.00333333333333333	0.400980392156863	0.6125	0.682456140350877
"36726"	"TAF11"	0.0333333333333333	1.40490196078431	3.8375	1.83684210526316
"36727"	"Taf12"	0.01	0.291176470588235	0.4375	0.508771929824561
"36728"	"TAF12"	0.00666666666666667	0.848039215686274	2.2875	1.45438596491228
"36729"	"Taf13"	0.00333333333333333	0.129411764705882	0.2625	0.3
"36730"	"TAF13"	0.0483333333333333	1.04705882352941	3.1	1.36315789473684
"36731"	"Taf15"	0.0183333333333333	0.852941176470588	1.1375	1.37894736842105
"36732"	"TAF15"	0.09	1.51666666666667	5.2875	2.1719298245614
"36733"	"Taf1a"	0.00166666666666667	0.0480392156862745	0.025	0.112280701754386
"36734"	"TAF1A"	NA	0.234313725490196	0.8125	0.352631578947368
"36735"	"Taf1b"	0.00166666666666667	0.176470588235294	0.25	0.305263157894737
"36736"	"TAF1B"	0.0483333333333333	0.969607843137255	2.5625	1.07017543859649
"36737"	"Taf1c"	0.00333333333333333	0.0676470588235294	0.1375	0.107017543859649
"36738"	"TAF1C"	0.01	0.218627450980392	0.55	0.32280701754386
"36739"	"Taf1d"	0.0616666666666667	1.86372549019608	2.675	2.22280701754386
"36740"	"TAF1D"	0.211666666666667	3.41372549019608	8.3875	4.0140350877193
"36741"	"TAF1L"	0.005	0.0294117647058824	0.2875	0.0701754385964912
"36742"	"Taf2"	0.00833333333333333	0.483333333333333	0.8125	0.63859649122807
"36743"	"TAF2"	0.065	1.06274509803922	2.9625	1.05263157894737
